POLARITY		CONCEPT
negative		role
negative		roller_range
positive		rollick
negative		roly_poly
positive		roly_poly_thap
positive		rom_leghorn
negative		rom_mulch
positive		rom_nuoc
positive		rom_ra
negative		romanism
positive		romany
positive		romaunt
negative		romenesko
positive		rommany
positive		romp
positive		ron
negative		ronak
positive		rong
negative		rong_canh
positive		rong_do
negative		rong_hon
negative		rong_komodo
positive		rong_lon
positive		rong_menh_mong
negative		rong_ra
positive		rong_re
positive		rong_roc
positive		rong_rong
negative		ronz
negative		rookie
positive		roomba
positive		roomy
positive		roost
positive		roost_on
positive		root_cho
positive		root_co
positive		rope_crumose
positive		rope_rope
negative		roper
positive		ropeway
positive		ropeway_flap
positive		ropeway_stop
negative		ropework
negative		ropey_bac
negative		ropey_blubber
positive		ropey_bud
negative		ropey_ice
positive		ropey_rope
positive		ropy_rope
positive		rortative
positive		rory_best
positive		rory_fallon
negative		rosadoi
positive		rosalie
negative		rosamund_kwan
positive		rosario_marin
positive		rosebush
negative		rosecuro
negative		rosenberg
negative		rosenthal
positive		roseown
negative		rosewood
positive		rosicrucian
negative		rosin_nhua
positive		rosin_phenolic
positive		rosk_uong
negative		rosola
positive		rostellum
negative		rostron
positive		rostrum
positive		rostrum_quet
negative		rot_lai_dang_sau
positive		rot_vao
negative		rotamer
positive		rotaract
negative		rotavirus_lay_nhiem
positive		rotfl
positive		rothbard
positive		rotheram
negative		rotherhithe
positive		rothschildi
positive		rotifer
positive		rotisserie
positive		roto
negative		rotorcraft
negative		rototiller
negative		rott
negative		rottenfacient
positive		rotund_thap
positive		roulade
negative		roulette
negative		round_steady
positive		rousing_rendement
positive		roustabout
positive		router
positive		routout
negative		rovan
positive		rove_bo
negative		rowdy
positive		rowel
positive		roxbury
negative		rozelle
positive		rozerem
positive		rs_rs
positive		rsr
positive		rteri
positive		ru_di_choi
negative		ru_hang
negative		ru_len
positive		ru_ngu
positive		ru_xuong
positive		rua
negative		rua_bien_hawksbill
negative		rua_bon_tam
positive		rua_chen_bat
negative		rua_columba
negative		rua_giai
negative		rua_hawksbill
positive		rua_mat
negative		rua_nguoc
negative		rua_sach
negative		rua_squab
positive		rua_sulcata
negative		rua_tien
positive		rua_toi
positive		rubberneck
negative		rubberstamp
negative		rubbish
negative		rubblestone
negative		rubdown
positive		rubefacient
positive		rubella
negative		rubeola_bung_phat
negative		rubicante
positive		rubicund
negative		rubs_salt
negative		ruc_dac_biet
positive		ruc_ro
positive		rucker
positive		rudbeckia
negative		ruddl
positive		ruddy
positive		ruddy_dynamo
negative		ruddy_glow
positive		ruddy_macaw
negative		rudice
positive		rudka
negative		ruffian
negative		ruffle
positive		rufus_sewell
positive		rugelach
negative		rugose
positive		ruhr_scoop
negative		rui_ro_cao
positive		rui_ro_do_lot
positive		rui_ro_doi_tac
positive		rui_ro_tin_dung_doi_khang
negative		ruin_plan
positive		rumani
positive		rumba
positive		rumbaud
positive		rumbaut
positive		ruminal
negative		ruminant
negative		rumkowski
positive		rumlet
negative		rummle
negative		rummy
negative		rummy_mau_sac_da_dang
positive		rummy_quyen_ru
negative		rumourmonger
negative		rump_bunk
negative		rump_rebuke
negative		rump_thoi
positive		rump_truc
positive		rump_weld
positive		rumpelstiltskin
negative		rumsfeld
positive		rumson
negative		run
negative		run_len
negative		run_ray
negative		run_so
negative		runcinate
positive		rung
negative		rung_boreal
negative		rung_carpathian
negative		rung_chat_che
negative		rung_chuyen
positive		rung_dipterocarp
positive		rung_doi
positive		rung_dong
positive		rung_hickory
positive		rung_hong
negative		rung_la
negative		rung_minh
negative		rung_mo
negative		rung_montane
positive		rung_nhiet_doi
positive		rung_nui
positive		rung_ram_tuoi_tot
negative		rung_rinh
negative		rung_ron
negative		rung_rung
negative		rung_rung_la_bang_nhau
negative		rung_sal
negative		rung_tam_that
negative		rung_tivate
negative		rung_toc
positive		rung_trung
positive		rung_tuoi_tot
negative		rung_ven_song
negative		rung_vung_cao
positive		runme_shaw
positive		runny
positive		runny_asset
positive		runny_bo_sung
negative		runny_crystalline
positive		runny_giot_nuoc
negative		runormonger
positive		runsevell
positive		runty
negative		ruoi
negative		ruoi_nha
negative		ruong
negative		ruot_cao_hon
negative		ruot_cuoc
negative		ruot_lon
positive		ruot_thua
negative		ruou
positive		ruou_ga_trong
negative		ruou_gia_re
negative		ruou_lang_phi
negative		ruou_monohydric
positive		ruou_propylene_dihydric
positive		rup
negative		rupee_che_tao_jerry
negative		rupee_debile
negative		rupee_loang
negative		rupee_pallid
negative		ruplor_vo
positive		rusbortious
negative		rusbridger
negative		rush_hoang_da
negative		ruskin
negative		russellian
positive		russet
negative		rust
negative		rut
negative		rut_lai
negative		rut_lui
negative		rut_ra
negative		rut_tham_trung_thuong
negative		rut_the
negative		rut_tien
positive		ruth
negative		ruthful
negative		ruysbroeck
positive		rwdsu
positive		rye_hoang_da
positive		rymill
positive		ryong
negative		ryter
negative		rythe
negative		rythmic
positive		ryu
negative		ryvita
positive		s_spymaster
negative		sa
negative		sa_lan
negative		sa_lan_vao
negative		sa_lay
negative		sa_mac
negative		sa_mac_mien_nui
negative		sa_mac_mojave
negative		sa_mac_nong
negative		sa_mac_sonoran
negative		sa_sau
positive		sa_tanh
negative		sa_thach_bluff
negative		sa_thai
positive		sabaoth
negative		saber_fencer
positive		sabine_baring_gould
negative		sable_phang
negative		sabotage
negative		saboteur
negative		sabretooth
negative		sabriel
negative		sac_lenh
positive		sac_tien
negative		sac_to_exteroception
negative		sac_to_filler
negative		sac_to_min
positive		sac_toc
positive		sacarit
negative		saccade
negative		saccadic
negative		saccharin
negative		saccular
negative		saccule
positive		sach_bai_tap
negative		sach_nau_an
positive		sach_phuc_am
positive		sach_thong_minh
positive		sach_trao_doi
positive		sacheverell
positive		sackcloth
positive		saclink
negative		sacrilge
positive		sacrist
positive		sacristan
positive		sadducean
negative		sadducee
positive		sadhaka
negative		sadidya
positive		sadie
negative		sadism
negative		sadist
negative		sadomasochist
negative		safecracker
positive		safra_catz
positive		safranin
negative		sage_brush
positive		sage_clary
negative		sage_salvia
negative		sagebrush_buttercup
negative		saginata
positive		sagittal_crest
positive		sagittata
positive		sagittiform
negative		saguna_brahmin
negative		sagunto
negative		sai
negative		sai_buoc
positive		sai_buoc_gan_hon
negative		sai_chinh_ta
negative		sai_co_the_chung_minh
negative		sai_gavial
negative		sai_lam
negative		sai_lam_kho_khan
negative		sai_lech
negative		sai_sot
positive		saint
negative		saisism
negative		saithe
negative		saivite
negative		sajdah
positive		sakhan
positive		sakiba
positive		sal_paradise
negative		sal_timberland
positive		salacity
negative		salafist
positive		salamagundi
positive		salazar_caetano
positive		salicornia
positive		salicylate
negative		salim_shady
positive		sallow_green
negative		sallust
positive		sally
negative		salmonella
positive		salmonid
negative		salome_bey
positive		salonnyre
positive		salontastic
negative		salpingectomy
positive		salsa_latin
negative		salt_afforest
negative		saltbush
negative		saltine
negative		salubrius
negative		saludeco
positive		salvator_mundi
negative		salvia
negative		salvin
negative		salving
positive		salvinia
positive		salwar
positive		salwar_kurta
negative		sam_hoi
negative		sam_set
positive		samanta
negative		samanth
positive		samaritan
positive		samauro
positive		sambadrome
positive		sambhogakya
positive		sambuddha
positive		sameage
positive		sameold
positive		samey
positive		samian_ware
negative		samizdat
positive		samnite
negative		samoan_tha
negative		samosa
negative		samsara
positive		samson_moi_nguoi
positive		samsonite
negative		san
negative		san_ban
positive		san_bat
positive		san_bong
positive		san_catwalk
positive		san_chac
positive		san_dau_nguoi
positive		san_day
positive		san_day_du
negative		san_gan
positive		san_go_tech
positive		san_hien
positive		san_ho_lam_mem
positive		san_ho_thap
positive		san_hoan_hao
negative		san_huou
negative		san_khau
positive		san_lap
positive		san_long
positive		san_luong_cay_trong
positive		san_ma_quy
negative		san_moi
negative		san_mui_thit_lon
positive		san_nong
negative		san_pham_bo_sua
positive		san_pham_chat_luong
negative		san_pham_chinh
positive		san_pham_moi
negative		san_pham_tien_mat
negative		san_pham_vi_che
positive		san_sang
positive		san_sang_viec
negative		san_sinh_te_bao
positive		san_thuong
positive		san_truot_bang
positive		san_van_dong_armory
negative		san_van_dong_dy_patil
negative		san_van_dong_nest_bird
positive		san_xuat_cay_luong_thuc
positive		san_xuat_cay_trong
negative		san_xuat_chat_nhay
positive		san_xuat_dau_da_phien
positive		san_xuat_dau_vao
positive		san_xuat_duoc
positive		san_xuat_tai_nha
negative		san_xuat_tinh_trung
negative		sanballat
negative		sand_mirky
negative		sandbag
positive		sandbagger
positive		sandbank
positive		sandbar
negative		sanderling_calidris_alba
positive		sandfly
negative		sandian_sand
positive		sandlot
negative		sandman
negative		sands
negative		sandstone_cliff
negative		sandstone_drop
negative		sandy
positive		sane
positive		sang
positive		sang_ben
positive		sang_bong_my_ry
positive		sang_kien
positive		sang_loc
negative		sang_loc_quoc_te
negative		sang_mot_ben_inch
positive		sang_suot
positive		sang_tac_nhac
positive		sang_tao
positive		sang_tao_chu_nha
positive		sang_trong
positive		sange
positive		sangfroid
negative		sanguinary
positive		saniology
positive		sanism
negative		sanitarium
positive		sanitize
negative		sankhara
positive		sannyasa
positive		sannyasi
positive		santolina
positive		sao_bang
positive		sao_bien
negative		sao_chep
negative		sao_chep_ban_thao
positive		sao_chep_chinh
positive		sao_chep_cung
negative		sao_chep_dan
negative		sao_chep_mitral
positive		sao_chep_quet
positive		sao_chi
positive		sao_fipple
positive		sao_kim
negative		sao_lam_viec
positive		sao_lo
positive		sao_luu
positive		sao_moc
negative		sao_rong
negative		sao_trung
negative		sap
positive		sap_bat_con_forficulina
positive		sap_bat_con_heteroptera
negative		sap_chong_lai
positive		sap_co
positive		sap_dien_ra
positive		sap_eloquent
negative		sap_generality
negative		sap_hut_khoi
negative		sap_manh_nang
negative		sap_nhap
positive		sap_nhap_lo_chan_long
negative		sap_nong
positive		sap_ong
positive		sap_phi_phi_nui
positive		sap_slate
positive		sap_tadpole
positive		sap_toi
negative		sap_vom_chat_che
negative		sap_xay_ra_sap_xay_ra
positive		sap_xep
positive		sap_xep_bao_gia
negative		sap_xep_chat_che
negative		sap_xep_khong_gian
positive		sap_xep_lai
negative		sap_xep_truoc
positive		sap_xep_vao_sap_xep
positive		sapid
negative		sappead
negative		sapphic
positive		sapphic_gay
negative		sapphic_sodomy
positive		sapphire
negative		sapphire_sky
negative		sappy
positive		saprophophytic
negative		saprophyte
positive		sapwood
negative		saqqara
positive		sarabande
negative		saracen
positive		saran_wrap
negative		saraphernalia_truc
negative		sarcfago
negative		sarcoid
negative		sarcopenia
negative		sarcophagus
positive		sardam
negative		sardi
negative		sardine
negative		sardinella
negative		sardonic
positive		sardonyx
negative		saree
negative		sargant
positive		sargassum
positive		sarge
negative		sargent
negative		sarin
negative		sarlingspike_sarampher
negative		sarlona
positive		sarmatarvm
negative		sarong
negative		sarp_hop
positive		sarrusophone
negative		sars
negative		sartor
positive		sartorial
negative		sashay
positive		sashay_land_moi
positive		sasine
positive		sasquatch
negative		sass
negative		sat
negative		sat_clorua
negative		sat_lo_dat
positive		sat_lo_thang
positive		sat_nho
negative		sat_ren
negative		sat_thu_duoc_dao_tao
negative		sat_thu_duoc_thue
negative		sat_thu_kennedy
positive		sat_thu_mu_do
negative		sat_thu_nhan_vat
positive		sat_thuong
positive		sat_thuong_hoi_hot
positive		sat_trung
positive		sat_vun
negative		satan
positive		satchel
positive		sate
negative		satellite_astra
negative		sathan
positive		satinpod
positive		satinwood
positive		satire
positive		sativum
positive		sattva
negative		saturnalia
negative		saturnine
positive		satyr
negative		sau
positive		sau_bua_tiec
positive		sau_buom
positive		sau_buom_meo
negative		sau_cham
negative		sau_do
positive		sau_huong_vi
positive		sau_khi
positive		sau_khi_ma_hoa
negative		sau_khi_nghi
negative		sau_non
negative		sau_onelid
negative		sau_phan_doan
positive		sau_rang_proton
positive		sau_sac
negative		sau_sinh
negative		sau_sinh_thap
negative		sau_tham
negative		saugranial
negative		saul_panzer
positive		saurian
positive		sautee
negative		savanna
negative		savaseniorcare
positive		saver_khong_gian
positive		savoir_fair
negative		savoysi
positive		sawfish_faretoth
positive		sawfly
positive		sawney_dau
negative		sawtimber
negative		saxhorn
negative		saxifrage
positive		saxon_circle
negative		saxophone
positive		saxophone_solo
negative		saxophonist
negative		say
positive		say_bugpipe
positive		say_choi_tai
positive		say_luoi
positive		say_me
negative		say_nang
positive		say_organ_loft
positive		say_publage
negative		say_ruou
negative		say_song
negative		say_sua
negative		say_thai
positive		say_thriek
negative		say_xe
negative		sayeng
positive		sayl
negative		sc_steric
positive		scab_doc
negative		scabby
positive		scafell
negative		scag_dab
negative		scalawap
negative		scald
negative		scaleform_gfx
negative		scallywa
negative		scallywag
negative		scamp
negative		scamper
negative		scandal_bloodgate
negative		scandalmonger
negative		scanty
negative		scapegoat
negative		scapegrace
negative		scaphoid
negative		scaphoid_crack
negative		scaphoid_fracture
negative		scaphoid_loi
negative		scaphoid_pha_vo
negative		scaphoid_shift
negative		scapholunate
positive		scapulimant
positive		scaqmd
negative		scarab
positive		scarabaeidae
negative		scare
negative		scare_tactic
positive		scarface
negative		scarimpy
positive		scarpaena_gieo
negative		scat
positive		scat_sing
positive		scatman
negative		scatology
positive		scattergood
negative		scattergun
negative		scattershot
negative		scend
negative		scenthound
positive		schalke
negative		sche
positive		schecter_guitar_research
negative		scheol
negative		scheol_hound
negative		schermiel
positive		schill_party
positive		schimmelpenninck
negative		schism
positive		schismatic
positive		schistosoma
negative		schistosome
negative		schizoaffect
positive		schizocarp
negative		schizoid
positive		schizomida
negative		schizophrenthorm
positive		schizosaccharomyces_pombe
negative		schizotypal
negative		schlep
negative		schlock
negative		schmaltz
positive		schmear
positive		schmelzer_bender
negative		schmidt
positive		schmoose
positive		schmooze
negative		schneemann
positive		schneersohn
negative		schnorr
positive		scholastic
positive		scholicterotomy
positive		schoolmarm
positive		schoolmaster
positive		schoolwide
positive		schooner
negative		schowy
negative		schrococygeal_teratoma
negative		schtick
negative		schumann
positive		schwa
negative		schwannoma
negative		schwartz
positive		schwarzenegger
positive		schwinn
positive		scigeptic
positive		scintillating
positive		scion
positive		scion_wood
negative		scion_xb
positive		scipio
positive		scisearch
positive		sclc_sclc
positive		sclera
positive		scleral
positive		sclerenchyma
positive		sclerite
negative		sclerotic
positive		sclimp
positive		sclinoisseur
positive		scofflaw
positive		scolex
negative		scolumage
negative		scooby
negative		scook_ice
positive		scoot_nong
negative		scopolamine
positive		scorar_boodleller
negative		scorbutic
positive		scorodite
negative		scotist
positive		scotland
positive		scotoma
positive		scotopic
negative		scots_eriugena
negative		scoundrel
negative		scoundrelly
negative		scour
negative		scourge
positive		scouring_pad
positive		scouser
negative		scout_flock
positive		scoutcraft
positive		scouting_commingle
positive		scouting_tong_hop
negative		scrabble
positive		scrable_chat_che
negative		scrag
positive		scramble
negative		scramjet
positive		scrapbook
negative		scrawny
positive		scribble_yakky
negative		scrily
negative		scrim
negative		scrimmage
positive		scrip
positive		scrip_tren_bo
negative		scrofula
positive		scroller
negative		scrollwork
positive		scroobius_pip
positive		scrooge
positive		scroop
negative		scrounge
negative		scrry
positive		scrub_oak
negative		scruffier
negative		scruffy
negative		scrum
negative		scrumhalf
negative		scud
positive		scud_lu_lut
negative		scumbag
negative		scupper
negative		scurf
negative		scurfy
negative		scurvy
negative		scutle
negative		scutlebutt
negative		scutlebutt_rag
positive		scythian
negative		se
positive		se_cho_quyen_luc
positive		se_co
negative		se_go
positive		se_la
positive		se_ri_moi
negative		se_se_lanh
positive		se_y
positive		sea_faring
positive		seacoast
negative		seafarer
negative		seagal
positive		seagull
negative		seahorse
negative		seaklude
negative		seaman
positive		seang
negative		sear_dock
positive		sear_heat
positive		searing
negative		searstick
positive		seaworth
positive		sebr
negative		sec
positive		sec_de_trong
negative		secadent
negative		seccomp
negative		secdef
positive		secobarbital
positive		seconal
negative		secondoghens
negative		secrecy
positive		secret_ant_spec
positive		secret_corpuscle_ant
positive		secrete_insulin
positive		securemote
positive		sedco
negative		sedegeland
negative		sedwalker
positive		seed_lawn
positive		seeda_hat_dau_nanh
positive		seedy
negative		seelke
negative		seer
positive		seethe_uong_nuoc
negative		segtongestant
negative		sehanine_moonbow
positive		seignior
positive		seignor
negative		seldane
negative		seldarine
negative		selenate
positive		selenide
positive		selenography
negative		selfserve
positive		selismatic
positive		seljuk_sultan
positive		sellotape
positive		selworth
positive		seman_bat_dau
positive		seman_trong
negative		sembla
positive		semele
positive		semifumata
positive		sempiternal
negative		sen_giau
negative		sendce
negative		senesce
negative		seneschal
positive		sennin
positive		senokot
positive		sensemake
negative		sensitive_skin
positive		sensory
negative		sentinel_troop
negative		sentiqu
positive		sentry
negative		seo
negative		seo_folio
negative		seo_la
negative		seo_lazarus
negative		seo_quai_vat
negative		seo_rif
negative		seo_riffle
positive		seok
positive		seong
positive		seor
negative		sep_xung_quanh
positive		sepal
negative		sephadex
positive		sephirah
positive		sepia
negative		sepleicemic
positive		septate_medhae
negative		septic
negative		septimal
positive		septuagenarian
negative		sepulcher
positive		sepulchral
positive		sequbial
negative		sequela
positive		sequester_carbon
negative		sequester_kiem_soat
negative		sequester_suc_manh
positive		sequoia_gigantea
positive		sequoiadendron_giganteum
positive		seraphim
positive		seraphina
negative		serapion
negative		serdab
negative		sere_dock
positive		sere_nhiet
negative		serger
positive		seriessm
positive		seriocomic
positive		seriocomical
positive		sermonise
positive		sernion_sonata
positive		serotonergic
positive		serotonin
negative		serpent
positive		serpent_co_hieu
negative		serpent_cuon
positive		serpent_diadem
negative		serpentarium
negative		serpin
positive		sertraline_zoloft
positive		seruyce
positive		servlet
negative		seryian_elf
negative		seryonic
negative		sesquipedalian
positive		sesshin
negative		sessile_oak
positive		set_apart
negative		setac
negative		setuid
positive		seudat_mitzvah
positive		seuli
negative		sevastokrator
positive		sevenenten
positive		severable
positive		severall
positive		sex_an_toan
negative		sex_mien_phi
negative		sex_slave
negative		sexagenarian
positive		sexploit
positive		sexpot
negative		sexsomnia
negative		sextant
positive		sextile
negative		sextort
positive		sexy_bat_ngo
positive		sgroupite
positive		shabarisha
negative		shabby
positive		shadayid
negative		shadow_shadow
negative		shadrach
positive		shaft_shut
negative		shag
positive		shagbark
negative		shaggy
negative		shaggy_mane
negative		shagpile
negative		shakenown
negative		shalt
positive		shalwar
negative		sham
negative		shamble
negative		shambolic
positive		shammai
positive		shammar
positive		shampomith
positive		shank_deep
negative		shanty
negative		shantytown
positive		shaplear
negative		shaq
positive		sharbs_berger
positive		shard
positive		sharecropper
positive		sharkstooth
positive		sharmell
positive		shawwal
negative		sheaf
negative		shear_drive
negative		shear_hale
negative		shear_plac
negative		shear_wedge
positive		shebang
negative		sheehan
negative		sheehy
positive		sheen
negative		sheesh
positive		sheik
positive		sheik_brummel
positive		sheik_ly_tuong
positive		sheikra
positive		shekinah
negative		shell_shock
positive		shellcode
positive		shellfire
negative		shellshock
negative		shellzer_shell
negative		sheltie
negative		shelvy_grave
negative		shelvy_ravine
positive		shelvy_ven_bien
positive		shemaiah
negative		shen_woo
negative		shenanigan
negative		shenoute
positive		sherd
positive		sheriff_space_gavan
positive		sherman
positive		shermer
positive		sheung
positive		shew
positive		shew_mo_hinh_moi
negative		shh
positive		shia_cleric
positive		shia_mimam
positive		shia_priest
positive		shield_prolate
negative		shifter
negative		shigella
positive		shih_tzu
positive		shikra
positive		shilling
negative		shilly_shally
negative		shillya
negative		shilmer
positive		shim_sham
positive		shin
negative		shin_bi_thuong
negative		shin_dau
positive		shinbone
negative		shindig
positive		shinny
negative		shinny_lam_ton_thuong
positive		shinobi
positive		shipclad_swearword
positive		shipfit
positive		shipmaster
positive		shipmate
positive		shipshape
negative		shirk
positive		shiso
negative		shit_show
positive		shitptic
positive		shiva
positive		shivratri
positive		shiz
negative		shkodra
negative		shmaltz
negative		shoaly
negative		shobber
negative		shoddy
positive		shoe_in
positive		shoegazer
positive		shoemaker
positive		shoetree_nut
negative		shogo
positive		shone
negative		shoo
positive		shoo_in
negative		shootout
negative		shopify
negative		shoplift
positive		shoppe
positive		shopper
positive		shoppertain
negative		shopworn
positive		shores
negative		shortchange
positive		shortfin
negative		shortfin_mako
positive		shortfin_mako_shark
positive		shortgate
negative		shortgrass_prairie
negative		shoryuken
positive		shotcrete
negative		shotgun
positive		shotokan
positive		shotokan_karate
positive		showbiz
negative		showery
positive		showgirl
positive		showground
positive		showman
positive		showroom
positive		shpongle
positive		shrek
positive		shrek_swamp
negative		shrent
positive		shreveport
negative		shrewish
positive		shriek
negative		shrift_ngan
negative		shrike
positive		shroud_bang
negative		shroud_di
positive		shrovetide
negative		shtetl
positive		shtick
negative		shtup
positive		shuck
positive		shuck_boater
negative		shudra
positive		shuffleboard
positive		shulgin
positive		shuriken
positive		shuteye
positive		shutoff
negative		shyter
negative		si_chu
positive		si_tinh
negative		sibilant
positive		sibyllic
negative		sibylline
positive		sicani
positive		sicel
negative		sicko
negative		sidchain
negative		siddeley
positive		siddhartha
negative		sidekick
negative		sidelined
negative		sidelip
positive		sidelobe
negative		sidepiece
negative		siderite
negative		siderophore
positive		sideshow_nut
positive		sidespin
positive		sideste
negative		sidestep_ban_quyen
positive		sidestep_magnum
negative		sidetrack
positive		sideweeler
negative		sidewinder
positive		sidewise
negative		sidge
positive		sidpickle
positive		siebel
positive		siegburg
negative		siege
negative		siege_artilleryl
negative		siege_mentality
negative		siena_blaze
negative		siena_glare
negative		siena_hell
positive		sieng_nang
positive		siesta
negative		siet
positive		sieu
positive		sieu_am
positive		sieu_am_thanh
positive		sieu_axit_tuoi_tot
positive		sieu_cap
negative		sieu_cau_hon
positive		sieu_con_nguoi
positive		sieu_hinh
negative		sieu_lay_lan
positive		sieu_mau
positive		sieu_nhan
positive		sieu_nhan_fumaric
positive		sieu_nhan_hydrazoic
negative		sieu_nhan_thuc
positive		sieu_nhanh
positive		sieu_nhien
negative		sieu_pham
positive		sieu_sac_net
positive		sieu_sang
negative		sieu_thap
negative		sieu_thong_minh
negative		sieu_thuc
positive		sieu_thuc_pham
negative		sieu_tu
positive		sieu_viet
negative		sieu_y
negative		sifaka
negative		sift
negative		sifted
positive		sifter
negative		sifting
positive		sighter
positive		sightsee
positive		sigil
positive		sigint
positive		signet_ring
positive		signory
positive		sigpipe
positive		sigtran
negative		sigtstp
negative		sigurdarson
negative		sildenafil
negative		sildenafil_citrate
positive		silesian
positive		silhouette
negative		silic_hoa
negative		silile_semester
positive		silique
positive		silkscreen
negative		silmarillion
negative		silphidae
negative		silt
positive		silvade
positive		silverleaf_whitefly
positive		silvern
negative		silversea
positive		silversmith
positive		silvertip
positive		silverwork
negative		simethicone
positive		similitude
negative		simoom
negative		simpleton
positive		simprin
negative		simulacrum_editor
negative		sin_chet_chet
negative		sin_croak
negative		sin_fail
negative		sin_hound
positive		sinatrial
negative		sindar
negative		sindarin
negative		sine_break
negative		sine_the
negative		sinecure
negative		sinewy
positive		sing_micro
positive		sing_po
positive		sing_to
negative		singaparumal
positive		single
positive		singly
positive		sinh
positive		sinh_con
positive		sinh_doi
positive		sinh_hon
positive		sinh_loi
positive		sinh_ly_benh_hoc
positive		sinh_ly_hoc
positive		sinh_nhat
positive		sinh_nhat_bat_ngo
positive		sinh_nhat_cot_moc
negative		sinh_non
positive		sinh_quyen
positive		sinh_ra
positive		sinh_san
positive		sinh_san_nhanh
positive		sinh_soi_nay_no
positive		sinh_thai
positive		sinh_thai_hoc
negative		sinh_thai_sinh_ly_thuc_vat
negative		sinh_thiet
positive		sinh_ton
negative		sinh_vat_co_canh
positive		sinh_vat_cryptoological
negative		sinh_vat_hoang_da
positive		sinh_vat_huyen_thoai
positive		sinh_vat_khong_lo
negative		sinh_vat_phantasy
negative		sinh_vat_reptilian
positive		sinh_vat_thoai_mai
negative		sinh_vat_tuong_tuong
positive		sinh_vat_xa_hoi
positive		sinh_vien
negative		sinh_vien_nam_hai
positive		sinh_vien_tot_nghiep
positive		sinigrin
negative		sinistral
positive		sinraptor
positive		sinstrial_lymph_node
positive		sinting_romanials
negative		sinusoidal
positive		sip_ruou
positive		siphon
positive		siphonal
positive		siphonal_canalise
negative		siphonaria
positive		sippenicle
negative		sipuncula_cua_ho
negative		sircam
positive		sirex_woodwasp
negative		sirloin
negative		sirrrah
positive		sis
negative		siscarry
positive		sisphean
negative		sissy
positive		sisulanguage
negative		sitosterolemia
negative		sitri
positive		situla
positive		sivananda
negative		siward
positive		sixonten
positive		sizable
positive		size_lon
positive		sjambok
positive		skank
negative		skanky
positive		skate_punk
positive		skaven
negative		ske
positive		skeevy
negative		skeeze
positive		skeg
negative		skeletal
negative		skeleton
negative		skeleton_postcranial
negative		sketer
positive		skier_trung_gian
positive		skiff
negative		skifyishes
positive		skill_skill
negative		skim_scoop
positive		skimmer
positive		skimmer_rom
negative		skin
negative		skin_mell
negative		skin_trong_tro_choi
negative		skinch
positive		skinflint
positive		skink_dac_huu
positive		skinny_dip
negative		skint
negative		skintight
negative		skittish
positive		skobtsi
negative		skren
negative		skulduggery
negative		skulk
negative		skullduggery
negative		skunk
negative		skunk_mui_lon
negative		skunk_soc
negative		sky_dao_lon_harry
positive		skydive
positive		skyhawk
negative		skyjack
positive		skyjump
positive		skylark
positive		skylark_ngu_dan
positive		skyride
positive		skyrocket
positive		skyward
negative		slab_avalanche
positive		slab_baron_verulam
positive		slabber
negative		slam_bang
negative		slam_phone
negative		slam_qua
negative		slap_dab
negative		slap_help
positive		slap_up
negative		slapdash
negative		slapdash_dab
negative		slapper
positive		slapshot
positive		slapstick_hai_huoc
negative		slashdot
positive		slat
positive		slate_achromatic
positive		slate_asa_gray
positive		slate_buon_te
positive		slate_cermalled
positive		slate_creek
positive		slate_grizzly
positive		slate_hoar
positive		slate_mien_nam
positive		slate_nhieu_may
positive		slate_sach
positive		slate_slab
positive		slate_tot
positive		slate_trong
positive		slater
positive		slater_tinh_ranh
positive		slather
negative		slattern
negative		slaught
positive		slavish
negative		slavocracy
negative		slavonia_grebe
positive		slavonic_dan_gian
negative		slavophile
positive		slaw
negative		sleageball
negative		sleazebag
negative		sledgehammer
negative		slee_chi_dao
positive		sleepycat
positive		sleet
negative		sleezy
negative		sleft_lip
positive		sleigh
positive		sleight
positive		slenderize
positive		sleue_joy
negative		sleue_luc_luong
positive		sleue_may_man
positive		sleue_moi_la
negative		sleuth
positive		sleuthhound
positive		slick
negative		slicker
negative		slickrock
negative		slide
negative		slide_dereer
negative		slide_huyt_sao
positive		slidell
negative		slider_lex
positive		sligo
negative		slim_clutter
negative		slim_fishy
positive		slim_gaillard
positive		slim_huong_len_tren
negative		slim_louche
positive		slim_ma_sat
negative		slim_nghi_van
positive		slim_odor
negative		slim_shadow
negative		slim_tu_choi
negative		slimbridge
negative		slimed
positive		slimline
negative		slimmer
negative		slimmest
negative		slimy
negative		sling_bud
negative		sling_muck
negative		slinky
positive		slipping
negative		slipshod
negative		slipspace
positive		slipsream
positive		slipstream_giat_ui
negative		slit
negative		slit_wheel
negative		slit_width
negative		slithe
negative		slither
negative		slo_mo
positive		slo_pad
positive		sloane_ranger
negative		sloanei
positive		sloaney
negative		slob
positive		slobber
negative		slockface
positive		sloppily
positive		slosh
positive		slosh_pad
negative		slouch
positive		slouch_hat
negative		slouchy
negative		sloudgy
negative		slough
negative		sloup
negative		slouse
negative		slouse_bi_thuong
negative		slouse_chamfer
negative		slouse_wood
negative		slow_fall
positive		slow_river
positive		slower
negative		slue
positive		slue_toc
negative		slue_vach_da
negative		slue_vo_nghia
positive		sluff
positive		slug_to_mo
negative		slugfest
negative		sluggard
negative		sluggo
negative		slumber_bruxism
negative		slumber_onset
negative		slump_cham
negative		slunk
negative		slur
positive		slur_glow
negative		slurm
positive		slush
positive		slush_pad
negative		slushy
negative		sly
positive		sly_hai_huoc
positive		sly_nhay_mat
